"","Measurement","Well","Group","Time","OCR","ECAR","PPR","Date"
"1105",12,"E01","SC07BasalMito",72,30.52353465,114.7762789,185.7998404,"20150905"
"1106",12,"E02","SC07BasalMito",72,28.33330324,101.5596251,164.4047212,"20150905"
"1107",12,"E03","SC07BasalMito",72,27.66372815,106.6640151,172.6677076,"20150905"
"1108",12,"E04","SC10BasalMito",72,41.96745203,117.4932442,190.1980636,"20150905"
"1109",12,"E05","SC10BasalMito",72,48.78598186,121.8444895,197.2418596,"20150905"
"1110",12,"E06","SC10BasalMito",72,43.50654988,115.2987502,186.6456169,"20150905"
"1117",12,"F01","SC07BasalMito",72,34.26342213,119.8822244,194.0653448,"20150905"
"1118",12,"F02","SC07BasalMito",72,25.13218782,115.3324903,186.7002353,"20150905"
"1119",12,"F03","SC07BasalMito",72,23.76173464,105.4480176,170.6992509,"20150905"
"1120",12,"F04","SC10BasalMito",72,39.27589677,106.7807588,172.8566923,"20150905"
"1121",12,"F05","SC10BasalMito",72,46.07519238,118.2255026,191.3834436,"20150905"
"1122",12,"F06","SC10BasalMito",72,44.22305168,119.0054147,192.6459654,"20150905"
"2",1,"A02","SC01BasalGlyco",1,80.90374257,15.92563957,25.78042533,"20151203"
"3",1,"A03","SC01BasalGlyco",1,78.86129758,14.6044659,23.64170939,"20151203"
"4",1,"A04","SC07BasalGlyco",1,76.97651903,13.06672812,21.15241948,"20151203"
"5",1,"A05","SC07BasalGlyco",1,61.84979858,14.96540335,24.22599494,"20151203"
"6",1,"A06","SC07BasalGlyco",1,90.0543708,21.83321901,35.34361494,"20151203"
"757",1,"A07","SC01BasalMito",1,81.8264922,30.78992672,49.84273337,"20151203"
"85",1,"A08","SC01BasalMito",1,70.1697057,23.51560141,38.06705556,"20151203"
"96",1,"A09","SC01BasalMito",1,66.64864546,27.79666017,44.99723348,"20151203"
"108",1,"A10","SC07BasalMito",1,68.56539356,19.61247443,31.74867361,"20151203"
"1141",1,"A11","SC07BasalMito",1,74.86672496,15.34567825,24.84158396,"20151203"
"13",1,"B01","SC01BasalGlyco",1,70.32808243,17.05909749,27.61526701,"20151203"
"14",1,"B02","SC01BasalGlyco",1,81.6675792,17.26346677,27.94610001,"20151203"
"15",1,"B03","SC01BasalGlyco",1,99.43735678,18.06018759,29.23583168,"20151203"
"16",1,"B04","SC07BasalGlyco",1,102.6241795,18.37394462,29.74374154,"20151203"
"17",1,"B05","SC07BasalGlyco",1,117.1778327,20.10416118,32.54461611,"20151203"
"18",1,"B06","SC07BasalGlyco",1,109.3377986,22.39442496,36.25209513,"20151203"
"192",1,"B07","SC01BasalMito",1,90.6570817,29.75874405,48.17345486,"20151203"
"204",1,"B08","SC01BasalMito",1,120.1128985,30.35357877,49.13637331,"20151203"
"2110",1,"B09","SC01BasalMito",1,89.14123737,24.5520393,39.74484122,"20151203"
"2210",1,"B10","SC07BasalMito",1,108.2642987,20.20868254,32.71381529,"20151203"
"2310",1,"B11","SC07BasalMito",1,103.833076,17.2854696,27.98171819,"20151203"
"2410",1,"B12","SC07BasalMito",1,85.12064062,13.41482203,21.71591389,"20151203"
"25",1,"C01","SC10BasalGlyco",1,39.18523222,11.11924106,17.99982743,"20151203"
"26",1,"C02","SC10BasalGlyco",1,43.85987473,16.96634345,27.46511677,"20151203"
"27",1,"C03","SC10BasalGlyco",1,52.88118896,9.390632139,15.20155531,"20151203"
"288",1,"C04","SC01IdlingGlyco",1,105.9559949,18.66416772,30.21355471,"20151203"
"2910",1,"C05","SC01IdlingGlyco",1,112.4782832,21.04760993,34.07187096,"20151203"
"3010",1,"C06","SC01IdlingGlyco",1,105.0504596,18.22401036,29.50102797,"20151203"
"3110",1,"C07","SC10BasalMito",1,47.76178586,9.265000477,14.99818277,"20151203"
"3210",1,"C08","SC10BasalMito",1,29.41642214,3.686790455,5.968176389,"20151203"
"3310",1,"C09","SC10BasalMito",1,46.61665754,7.728169845,12.51036135,"20151203"
"3410",1,"C10","SC01IdlingMito",1,101.7197398,29.97372267,48.52146225,"20151203"
"3510",1,"C11","SC01IdlingMito",1,90.13133542,22.73356978,36.80110276,"20151203"
"3610",1,"C12","SC01IdlingMito",1,74.31958315,17.94169492,29.04401574,"20151203"
"37",1,"D01","SC10BasalGlyco",1,39.86604681,13.57119971,21.96905809,"20151203"
"38",1,"D02","SC10BasalGlyco",1,31.67588001,6.901312745,11.17184507,"20151203"
"39",1,"D03","SC10BasalGlyco",1,50.53699995,4.613877128,7.468944295,"20151203"
"4010",1,"D04","SC01IdlingGlyco",1,108.7361287,16.10305099,26.06761894,"20151203"
"4110",1,"D05","SC01IdlingGlyco",1,120.8307494,26.45992368,42.83332445,"20151203"
"4210",1,"D06","SC01IdlingGlyco",1,110.0133357,20.82310692,33.70844548,"20151203"
"43",1,"D07","SC10BasalMito",1,49.78389415,15.46992896,25.042721,"20151203"
"44",1,"D08","SC10BasalMito",1,61.08246055,10.99488651,17.79852228,"20151203"
"45",1,"D09","SC10BasalMito",1,65.03518522,11.85901112,19.1973672,"20151203"
"46",1,"D10","SC01IdlingMito",1,104.2093503,30.05779994,48.65756654,"20151203"
"47",1,"D11","SC01IdlingMito",1,102.0495507,25.52575085,41.32108547,"20151203"
"48",1,"D12","SC01IdlingMito",1,64.28349334,16.74594468,27.10833525,"20151203"
"492",1,"E01","SC07IdlingGlyco",1,31.16762404,7.447307141,12.0557008,"20151203"
"5010",1,"E02","SC07IdlingGlyco",1,23.38804563,12.2446358,19.82161643,"20151203"
"5110",1,"E03","SC07IdlingGlyco",1,42.22682516,7.252068912,11.73964916,"20151203"
"5210",1,"E04","SC10IdlingGlyco",1,81.01804183,16.14946225,26.14274948,"20151203"
"5310",1,"E05","SC10IdlingGlyco",1,76.38650444,14.41027825,23.32735843,"20151203"
"5410",1,"E06","SC10IdlingGlyco",1,68.20676296,13.36442921,21.63433801,"20151203"
"5510",1,"E07","SC07IdlingMito",1,51.34113219,12.29490964,19.90299973,"20151203"
"565",1,"E08","SC07IdlingMito",1,45.46765886,9.863916609,15.96770821,"20151203"
"576",1,"E09","SC07IdlingMito",1,42.97820732,5.496897229,8.898377234,"20151203"
"588",1,"E10","SC10IdlingMito",1,76.01921424,20.62769737,33.3921165,"20151203"
"5910",1,"E11","SC10IdlingMito",1,70.25275917,22.97274545,37.18828034,"20151203"
"6010",1,"E12","SC10IdlingMito",1,54.23425782,8.662365781,14.02263773,"20151203"
"6110",1,"F01","SC07IdlingGlyco",1,15.19863146,5.719636139,9.258946981,"20151203"
"6210",1,"F02","SC07IdlingGlyco",1,17.31274283,7.589118453,12.28526495,"20151203"
"6310",1,"F03","SC07IdlingGlyco",1,31.64237315,3.355872141,5.432485822,"20151203"
"6410",1,"F04","SC10IdlingGlyco",1,57.70912377,12.38309702,20.04575745,"20151203"
"6510",1,"F05","SC10IdlingGlyco",1,53.17996237,11.4416357,18.52171987,"20151203"
"661",1,"F06","SC10IdlingGlyco",1,54.87512575,8.456170699,13.68884913,"20151203"
"672",1,"F07","SC07IdlingMito",1,25.00093759,8.820184159,14.27811412,"20151203"
"684",1,"F08","SC07IdlingMito",1,33.06729473,5.213591505,8.439761928,"20151203"
"6910",1,"F09","SC07IdlingMito",1,32.75244291,9.154450143,14.81922389,"20151203"
"7010",1,"F10","SC10IdlingMito",1,70.32720621,19.96884362,32.32556405,"20151203"
"7110",1,"F11","SC10IdlingMito",1,60.48126911,13.68562678,22.15429263,"20151203"
"7210",1,"F12","SC10IdlingMito",1,50.52463764,11.12529123,18.00962144,"20151203"
"98",2,"A02","SC01BasalGlyco",7,74.80402843,16.40964279,26.56392975,"20151203"
"99",2,"A03","SC01BasalGlyco",7,73.01095168,14.68141063,23.76626753,"20151203"
"100",2,"A04","SC07BasalGlyco",7,71.75993528,13.11275296,21.22692449,"20151203"
"101",2,"A05","SC07BasalGlyco",7,58.76315193,14.97857907,24.24732379,"20151203"
"102",2,"A06","SC07BasalGlyco",7,83.12384425,22.10270633,35.77986101,"20151203"
"10310",2,"A07","SC01BasalMito",7,79.80911314,29.01252202,46.96547064,"20151203"
"1045",2,"A08","SC01BasalMito",7,65.01024098,18.17282162,29.41816363,"20151203"
"1056",2,"A09","SC01BasalMito",7,62.87509212,18.11433162,29.32348002,"20151203"
"1068",2,"A10","SC07BasalMito",7,67.14012316,19.39049715,31.38933678,"20151203"
"10710",2,"A11","SC07BasalMito",7,69.48681077,14.16140785,22.92448702,"20151203"
"109",2,"B01","SC01BasalGlyco",7,66.59370887,18.17451181,29.42089972,"20151203"
"110",2,"B02","SC01BasalGlyco",7,74.14198465,16.46503445,26.65359776,"20151203"
"111",2,"B03","SC01BasalGlyco",7,90.1145489,17.92632228,29.0191305,"20151203"
"112",2,"B04","SC07BasalGlyco",7,93.8376941,19.33484847,31.2992527,"20151203"
"113",2,"B05","SC07BasalGlyco",7,108.7332486,20.90299407,33.8377668,"20151203"
"114",2,"B06","SC07BasalGlyco",7,99.75106712,23.24269471,37.62527419,"20151203"
"1152",2,"B07","SC01BasalMito",7,88.25249501,25.82077438,41.79866956,"20151203"
"1161",2,"B08","SC01BasalMito",7,121.7092422,30.98114775,50.15228198,"20151203"
"1171",2,"B09","SC01BasalMito",7,83.3975307,23.99134056,38.8371821,"20151203"
"1181",2,"B10","SC07BasalMito",7,107.4865739,17.45119632,28.2499966,"20151203"
"1191",2,"B11","SC07BasalMito",7,95.75744579,16.25392392,26.31185205,"20151203"
"1201",2,"B12","SC07BasalMito",7,79.86183669,14.15262561,22.91027034,"20151203"
"121",2,"C01","SC10BasalGlyco",7,35.10428059,10.45504998,16.92463491,"20151203"
"122",2,"C02","SC10BasalGlyco",7,40.55330899,11.00283952,17.81139662,"20151203"
"123",2,"C03","SC10BasalGlyco",7,45.80595955,6.978343285,11.29654211,"20151203"
"1241",2,"C04","SC01IdlingGlyco",7,97.7482171,14.702452,23.8003293,"20151203"
"1251",2,"C05","SC01IdlingGlyco",7,102.4535373,18.19040058,29.44662045,"20151203"
"1261",2,"C06","SC01IdlingGlyco",7,94.50939529,12.65555169,20.48680707,"20151203"
"1271",2,"C07","SC10BasalMito",7,45.02692369,7.787336238,12.6061399,"20151203"
"1281",2,"C08","SC10BasalMito",7,24.79243224,2.638531292,4.271254456,"20151203"
"1291",2,"C09","SC10BasalMito",7,42.76956771,7.825949351,12.66864681,"20151203"
"1301",2,"C10","SC01IdlingMito",7,97.72330333,26.31799913,42.60357699,"20151203"
"1311",2,"C11","SC01IdlingMito",7,86.47721135,16.81189045,27.21508826,"20151203"
"1321",2,"C12","SC01IdlingMito",7,71.51502769,16.09298644,26.05132645,"20151203"
"133",2,"D01","SC10BasalGlyco",7,35.17033434,13.09863933,21.20407734,"20151203"
"134",2,"D02","SC10BasalGlyco",7,23.73412785,4.304827108,6.968654122,"20151203"
"135",2,"D03","SC10BasalGlyco",7,42.68263267,12.63987551,20.46143048,"20151203"
"1361",2,"D04","SC01IdlingGlyco",7,98.89537037,23.7205336,38.3987998,"20151203"
"1371",2,"D05","SC01IdlingGlyco",7,110.6349672,29.83151045,48.29124912,"20151203"
"1381",2,"D06","SC01IdlingGlyco",7,100.0748141,19.34143926,31.30992187,"20151203"
"139",2,"D07","SC10BasalMito",7,42.31767207,13.98957685,22.646327,"20151203"
"140",2,"D08","SC10BasalMito",7,53.17909401,11.7924414,19.08960415,"20151203"
"141",2,"D09","SC10BasalMito",7,58.30464945,10.55051613,17.07917551,"20151203"
"142",2,"D10","SC01IdlingMito",7,99.97193784,25.41726238,41.14546434,"20151203"
"143",2,"D11","SC01IdlingMito",7,96.14536235,22.644332,36.65664463,"20151203"
"144",2,"D12","SC01IdlingMito",7,60.89453376,16.87001312,27.30917723,"20151203"
"1451",2,"E01","SC07IdlingGlyco",7,27.226371,4.634111666,7.501699965,"20151203"
"1461",2,"E02","SC07IdlingGlyco",7,21.63558686,12.50554616,20.24397813,"20151203"
"1471",2,"E03","SC07IdlingGlyco",7,36.64232444,11.16672619,18.07669636,"20151203"
"1481",2,"E04","SC10IdlingGlyco",7,73.43162185,12.86278587,20.82227776,"20151203"
"1491",2,"E05","SC10IdlingGlyco",7,69.42330981,15.09877783,24.44190155,"20151203"
"1501",2,"E06","SC10IdlingGlyco",7,61.21263768,11.89196723,19.25071655,"20151203"
"1511",2,"E07","SC07IdlingMito",7,48.06433217,12.97044477,20.99655599,"20151203"
"1521",2,"E08","SC07IdlingMito",7,42.87154457,8.489969746,13.74356302,"20151203"
"1531",2,"E09","SC07IdlingMito",7,38.48888524,5.322024616,8.615293448,"20151203"
"1541",2,"E10","SC10IdlingMito",7,78.11135605,20.42847098,33.06960882,"20151203"
"1551",2,"E11","SC10IdlingMito",7,66.00679101,20.12339938,32.57575892,"20151203"
"1561",2,"E12","SC10IdlingMito",7,48.6316366,6.6779182,10.81021398,"20151203"
"1571",2,"F01","SC07IdlingGlyco",7,12.64225619,1.500049048,2.428279399,"20151203"
"1581",2,"F02","SC07IdlingGlyco",7,15.7448474,6.818012119,11.03699802,"20151203"
"1591",2,"F03","SC07IdlingGlyco",7,27.58804624,5.322577024,8.616187687,"20151203"
"1601",2,"F04","SC10IdlingGlyco",7,50.78034111,13.31822789,21.55954732,"20151203"
"1611",2,"F05","SC10IdlingGlyco",7,46.86101502,7.57778114,12.26691211,"20151203"
"1621",2,"F06","SC10IdlingGlyco",7,51.01671585,7.103805536,11.4996404,"20151203"
"1631",2,"F07","SC07IdlingMito",7,26.61214014,8.571849788,13.87611044,"20151203"
"1641",2,"F08","SC07IdlingMito",7,30.15502689,6.680485809,10.81437043,"20151203"
"1651",2,"F09","SC07IdlingMito",7,26.5070317,10.60417543,17.16603919,"20151203"
"1661",2,"F10","SC10IdlingMito",7,69.09977744,19.29598508,31.23634064,"20151203"
"1671",2,"F11","SC10IdlingMito",7,58.00481822,9.574648592,15.49944114,"20151203"
"1681",2,"F12","SC10IdlingMito",7,46.7783098,11.16303091,18.07071443,"20151203"
"194",3,"A02","SC01BasalGlyco",14,74.82842932,16.49816028,26.70722186,"20151203"
"195",3,"A03","SC01BasalGlyco",14,72.98409054,14.52908339,23.51968019,"20151203"
"196",3,"A04","SC07BasalGlyco",14,71.44413568,13.77821477,22.30417408,"20151203"
"197",3,"A05","SC07BasalGlyco",14,57.39469103,15.10529364,24.45244934,"20151203"
"198",3,"A06","SC07BasalGlyco",14,82.70564521,22.67878119,36.71241098,"20151203"
"1991",3,"A07","SC01BasalMito",14,83.67645725,29.43404599,47.64783365,"20151203"
"2001",3,"A08","SC01BasalMito",14,63.69262414,18.69667807,30.26618247,"20151203"
"2011",3,"A09","SC01BasalMito",14,61.6940612,18.20353542,29.46788313,"20151203"
"2021",3,"A10","SC07BasalMito",14,67.33145976,20.16746225,32.64708789,"20151203"
"2031",3,"A11","SC07BasalMito",14,68.88240678,13.81004703,22.35570413,"20151203"
"205",3,"B01","SC01BasalGlyco",14,65.59239754,18.43931835,29.84956854,"20151203"
"206",3,"B02","SC01BasalGlyco",14,74.89578213,17.23872111,27.90604173,"20151203"
"207",3,"B03","SC01BasalGlyco",14,88.27964106,18.71509534,30.29599633,"20151203"
"208",3,"B04","SC07BasalGlyco",14,93.87019694,21.58993037,34.94977928,"20151203"
"209",3,"B05","SC07BasalGlyco",14,106.8216964,22.45129674,36.34415917,"20151203"
"210",3,"B06","SC07BasalGlyco",14,98.94969998,25.15004633,40.712895,"20151203"
"2111",3,"B07","SC01BasalMito",14,86.76442988,27.42092031,44.38898581,"20151203"
"2121",3,"B08","SC01BasalMito",14,131.0414517,33.74768113,54.63074621,"20151203"
"2131",3,"B09","SC01BasalMito",14,82.97774023,25.20299685,40.7986113,"20151203"
"2141",3,"B10","SC07BasalMito",14,107.7582944,18.63698624,30.16955333,"20151203"
"2151",3,"B11","SC07BasalMito",14,95.17152539,17.19873282,27.84130869,"20151203"
"2161",3,"B12","SC07BasalMito",14,79.1707004,14.22726519,23.03109688,"20151203"
"217",3,"C01","SC10BasalGlyco",14,34.68910438,11.02956618,17.85466173,"20151203"
"218",3,"C02","SC10BasalGlyco",14,40.62543828,11.89798406,19.26045659,"20151203"
"219",3,"C03","SC10BasalGlyco",14,45.21791866,7.894560908,12.7797152,"20151203"
"2201",3,"C04","SC01IdlingGlyco",14,95.81290327,16.56000446,26.80733521,"20151203"
"2211",3,"C05","SC01IdlingGlyco",14,99.39297919,19.67170473,31.84455562,"20151203"
"2221",3,"C06","SC01IdlingGlyco",14,92.11676877,14.16739252,22.93417501,"20151203"
"2231",3,"C07","SC10BasalMito",14,43.51876798,9.058862243,14.6644862,"20151203"
"2241",3,"C08","SC10BasalMito",14,24.46431232,3.041643898,4.923813142,"20151203"
"2251",3,"C09","SC10BasalMito",14,41.74486383,8.208817837,13.28843431,"20151203"
"2261",3,"C10","SC01IdlingMito",14,97.41445953,27.15155794,43.95294199,"20151203"
"2271",3,"C11","SC01IdlingMito",14,86.0741225,17.46069355,28.26537072,"20151203"
"2281",3,"C12","SC01IdlingMito",14,70.31433303,15.58825076,25.23426033,"20151203"
"229",3,"D01","SC10BasalGlyco",14,35.38995253,13.18356608,21.34155677,"20151203"
"230",3,"D02","SC10BasalGlyco",14,24.54437583,6.180834364,10.00553467,"20151203"
"231",3,"D03","SC10BasalGlyco",14,43.03007502,16.16526665,26.16833365,"20151203"
"2321",3,"D04","SC01IdlingGlyco",14,95.81442416,25.46507593,41.22286492,"20151203"
"2331",3,"D05","SC01IdlingGlyco",14,106.3634469,30.52011341,49.40595959,"20151203"
"2341",3,"D06","SC01IdlingGlyco",14,98.22112195,19.64200524,31.79647808,"20151203"
"235",3,"D07","SC10BasalMito",14,41.25724752,15.10307197,24.44885291,"20151203"
"236",3,"D08","SC10BasalMito",14,50.57411403,12.74925805,20.63849894,"20151203"
"237",3,"D09","SC10BasalMito",14,57.38950379,11.43190713,18.50597127,"20151203"
"238",3,"D10","SC01IdlingMito",14,98.9271253,26.12183083,42.28601975,"20151203"
"239",3,"D11","SC01IdlingMito",14,94.68556128,23.92040206,38.72234686,"20151203"
"240",3,"D12","SC01IdlingMito",14,59.74115152,16.85291537,27.2814994,"20151203"
"2411",3,"E01","SC07IdlingGlyco",14,26.53619385,4.818759933,7.80060858,"20151203"
"2421",3,"E02","SC07IdlingGlyco",14,23.2625869,13.13676146,21.26578945,"20151203"
"2431",3,"E03","SC07IdlingGlyco",14,35.56303739,11.98656696,19.4038546,"20151203"
"2441",3,"E04","SC10IdlingGlyco",14,72.22659451,14.99787209,24.27855534,"20151203"
"2451",3,"E05","SC10IdlingGlyco",14,66.80130827,16.81268637,27.2163767,"20151203"
"2461",3,"E06","SC10IdlingGlyco",14,59.84567082,13.25093211,21.45060889,"20151203"
"2471",3,"E07","SC07IdlingMito",14,48.69091734,14.09822901,22.82221313,"20151203"
"2481",3,"E08","SC07IdlingMito",14,41.66100079,9.493936511,15.36878442,"20151203"
"2491",3,"E09","SC07IdlingMito",14,38.18901451,6.499378911,10.52119458,"20151203"
"2501",3,"E10","SC10IdlingMito",14,79.49755115,19.35648901,31.33428442,"20151203"
"2511",3,"E11","SC10IdlingMito",14,65.00359975,20.34895044,32.94088097,"20151203"
"2521",3,"E12","SC10IdlingMito",14,48.11219026,6.917547226,11.19812545,"20151203"
"2531",3,"F01","SC07IdlingGlyco",14,10.25342127,1.383957622,2.240350598,"20151203"
"2541",3,"F02","SC07IdlingGlyco",14,19.76751481,7.883559354,12.76190588,"20151203"
"2551",3,"F03","SC07IdlingGlyco",14,26.00727592,4.997358883,8.08972456,"20151203"
"2561",3,"F04","SC10IdlingGlyco",14,49.70249553,14.67848567,23.7615326,"20151203"
"2571",3,"F05","SC10IdlingGlyco",14,45.81091959,8.422044244,13.63360522,"20151203"
"2581",3,"F06","SC10IdlingGlyco",14,48.85199855,8.153149254,13.19831801,"20151203"
"2591",3,"F07","SC07IdlingMito",14,27.70866838,8.512195856,13.77954265,"20151203"
"2601",3,"F08","SC07IdlingMito",14,29.98338415,7.114035759,11.51620109,"20151203"
"2611",3,"F09","SC07IdlingMito",14,25.93788931,11.3066256,18.30316552,"20151203"
"2621",3,"F10","SC10IdlingMito",14,68.79150586,19.82281288,32.08916949,"20151203"
"2631",3,"F11","SC10IdlingMito",14,57.07047431,9.888003007,16.00669927,"20151203"
"2641",3,"F12","SC10IdlingMito",14,46.31200523,10.94514136,17.71799484,"20151203"
"290",4,"A02","SC01BasalGlyco",21,65.44950781,38.56670071,62.4317751,"20151203"
"291",4,"A03","SC01BasalGlyco",21,62.39366862,36.59456451,59.23928104,"20151203"
"292",4,"A04","SC07BasalGlyco",21,68.15867747,24.80168038,40.1489602,"20151203"
"293",4,"A05","SC07BasalGlyco",21,55.73857714,26.08851472,42.23208764,"20151203"
"294",4,"A06","SC07BasalGlyco",21,78.68492847,36.51044205,59.10310359,"20151203"
"2951",4,"A07","SC01BasalMito",21,34.50613193,60.52907808,97.9844716,"20151203"
"2961",4,"A08","SC01BasalMito",21,23.02930332,40.14359636,64.98445379,"20151203"
"2971",4,"A09","SC01BasalMito",21,24.58344169,41.33532682,66.91362706,"20151203"
"2981",4,"A10","SC07BasalMito",21,26.09457993,52.12925061,84.38683088,"20151203"
"2991",4,"A11","SC07BasalMito",21,29.33803468,44.28783567,71.69314838,"20151203"
"301",4,"B01","SC01BasalGlyco",21,57.06568451,41.64105346,67.40853735,"20151203"
"302",4,"B02","SC01BasalGlyco",21,63.76128528,40.95384649,66.2960867,"20151203"
"303",4,"B03","SC01BasalGlyco",21,73.4710583,42.42810187,68.6826113,"20151203"
"304",4,"B04","SC07BasalGlyco",21,88.6143915,34.61991117,56.0427122,"20151203"
"305",4,"B05","SC07BasalGlyco",21,101.233654,37.46921342,60.65516268,"20151203"
"306",4,"B06","SC07BasalGlyco",21,92.25105308,40.56032073,65.6590472,"20151203"
"3071",4,"B07","SC01BasalMito",21,35.40440885,58.39190753,94.52481991,"20151203"
"3081",4,"B08","SC01BasalMito",21,101.5644054,59.71365138,96.66445885,"20151203"
"3091",4,"B09","SC01BasalMito",21,35.734339,51.86538506,83.95968534,"20151203"
"3101",4,"B10","SC07BasalMito",21,39.84540237,53.28457354,86.25706765,"20151203"
"3111",4,"B11","SC07BasalMito",21,37.80541823,48.87801047,79.12372336,"20151203"
"3121",4,"B12","SC07BasalMito",21,33.45537365,42.46583823,68.74369893,"20151203"
"313",4,"C01","SC10BasalGlyco",21,32.73636175,19.39776611,31.40110377,"20151203"
"314",4,"C02","SC10BasalGlyco",21,37.81850597,23.41184059,37.89908754,"20151203"
"315",4,"C03","SC10BasalGlyco",21,40.56564329,16.72221463,27.06992105,"20151203"
"3161",4,"C04","SC01IdlingGlyco",21,88.65026856,34.77205401,56.28900104,"20151203"
"3171",4,"C05","SC01IdlingGlyco",21,85.07967926,44.78269278,72.49422307,"20151203"
"3181",4,"C06","SC01IdlingGlyco",21,81.35732403,36.52633271,59.12882739,"20151203"
"3191",4,"C07","SC10BasalMito",21,20.57922296,24.25525939,39.26441391,"20151203"
"3201",4,"C08","SC10BasalMito",21,16.49964884,9.286788332,15.03345295,"20151203"
"3211",4,"C09","SC10BasalMito",21,21.3680204,24.0599954,38.94832056,"20151203"
"3221",4,"C10","SC01IdlingMito",21,40.7105441,49.20294588,79.64972879,"20151203"
"3231",4,"C11","SC01IdlingMito",21,33.70241215,37.8498861,61.27139562,"20151203"
"3241",4,"C12","SC01IdlingMito",21,29.29517981,34.53086128,55.89855823,"20151203"
"325",4,"D01","SC10BasalGlyco",21,33.34343553,21.33119586,34.53093986,"20151203"
"326",4,"D02","SC10BasalGlyco",21,20.79989155,10.06087558,16.2865454,"20151203"
"327",4,"D03","SC10BasalGlyco",21,39.67987832,24.29966224,39.33629324,"20151203"
"3281",4,"D04","SC01IdlingGlyco",21,79.85799478,43.50916172,70.432631,"20151203"
"3291",4,"D05","SC01IdlingGlyco",21,88.09558391,56.82880105,91.99446315,"20151203"
"3301",4,"D06","SC01IdlingGlyco",21,84.46742948,40.70663406,65.89589921,"20151203"
"331",4,"D07","SC10BasalMito",21,20.48658543,35.29725846,57.139202,"20151203"
"332",4,"D08","SC10BasalMito",21,18.05855255,24.87717854,40.27117662,"20151203"
"333",4,"D09","SC10BasalMito",21,29.06981074,27.71040778,44.85760812,"20151203"
"334",4,"D10","SC01IdlingMito",21,42.45958383,51.76070726,83.79023291,"20151203"
"335",4,"D11","SC01IdlingMito",21,36.83219008,47.23389978,76.46223697,"20151203"
"336",4,"D12","SC01IdlingMito",21,29.10008431,32.33082393,52.33713777,"20151203"
"3371",4,"E01","SC07IdlingGlyco",21,20.22827802,14.87449271,24.0788288,"20151203"
"3381",4,"E02","SC07IdlingGlyco",21,24.00964553,18.91951753,30.62691497,"20151203"
"3391",4,"E03","SC07IdlingGlyco",21,31.56771046,16.17091737,26.17748104,"20151203"
"3401",4,"E04","SC10IdlingGlyco",21,62.88487771,29.55976291,47.8513442,"20151203"
"3411",4,"E05","SC10IdlingGlyco",21,62.53805923,30.2578096,48.98134218,"20151203"
"3421",4,"E06","SC10IdlingGlyco",21,54.92207481,26.0783888,42.21569579,"20151203"
"3431",4,"E07","SC07IdlingMito",21,22.90256388,33.54220737,54.29812529,"20151203"
"3441",4,"E08","SC07IdlingMito",21,23.17278357,25.82095289,41.79895853,"20151203"
"3451",4,"E09","SC07IdlingMito",21,16.34018582,20.346752,32.93732213,"20151203"
"3461",4,"E10","SC10IdlingMito",21,32.88432437,48.01405146,77.7251465,"20151203"
"3471",4,"E11","SC10IdlingMito",21,22.18340008,48.09852797,77.86189707,"20151203"
"3481",4,"E12","SC10IdlingMito",21,24.76968251,22.84965148,36.98901581,"20151203"
"3491",4,"F01","SC07IdlingGlyco",21,13.60732292,5.83592008,9.447187425,"20151203"
"3501",4,"F02","SC07IdlingGlyco",21,19.55106758,12.05322764,19.5117649,"20151203"
"3511",4,"F03","SC07IdlingGlyco",21,25.95620767,11.34267991,18.36153024,"20151203"
"3521",4,"F04","SC10IdlingGlyco",21,45.19070552,26.20517037,42.42092979,"20151203"
"3531",4,"F05","SC10IdlingGlyco",21,40.81695497,17.92052228,29.00974147,"20151203"
"3541",4,"F06","SC10IdlingGlyco",21,46.44235838,18.84081616,30.49951319,"20151203"
"3551",4,"F07","SC07IdlingMito",21,12.57469728,20.65696406,33.43949342,"20151203"
"3561",4,"F08","SC07IdlingMito",21,16.14817169,17.35872762,28.10030827,"20151203"
"3571",4,"F09","SC07IdlingMito",21,13.79912831,19.03775693,30.81832091,"20151203"
"3581",4,"F10","SC10IdlingMito",21,27.47080704,43.16047372,69.86817486,"20151203"
"3591",4,"F11","SC10IdlingMito",21,20.03966258,30.61564552,49.56060696,"20151203"
"3601",4,"F12","SC10IdlingMito",21,19.76561959,27.05411202,43.79519653,"20151203"
"386",5,"A02","SC01BasalGlyco",27,65.29461301,39.34356071,63.68935608,"20151203"
"387",5,"A03","SC01BasalGlyco",27,63.0211867,39.0306023,63.182739,"20151203"
"388",5,"A04","SC07BasalGlyco",27,68.39327937,27.3329366,44.24655777,"20151203"
"389",5,"A05","SC07BasalGlyco",27,56.32485175,28.79614423,46.61519828,"20151203"
"390",5,"A06","SC07BasalGlyco",27,78.59340882,37.0786292,60.02288495,"20151203"
"3911",5,"A07","SC01BasalMito",27,34.77993642,56.37640493,91.2621243,"20151203"
"3921",5,"A08","SC01BasalMito",27,23.49954528,38.62295743,62.52284349,"20151203"
"3931",5,"A09","SC01BasalMito",27,22.95780628,41.6068087,67.35310192,"20151203"
"3941",5,"A10","SC07BasalMito",27,22.81784473,52.97941619,85.76307892,"20151203"
"3951",5,"A11","SC07BasalMito",27,27.06689389,47.0018127,76.0865344,"20151203"
"397",5,"B01","SC01BasalGlyco",27,56.96786734,40.196893,65.07073039,"20151203"
