"","Measurement","Well","Group","Time","OCR","ECAR","PPR","Date"
"848",9,"G08","SC10BasalMito",54,309.3904949,137.144722,222.009876,"20150712"
"849",9,"G09","SC10BasalMito",54,331.6273107,157.5700034,255.0743216,"20150712"
"850",9,"G10","SC10BasalMito",54,428.1498674,139.1663939,225.2825585,"20150712"
"851",9,"G11","SC10BasalMito",54,297.6996994,117.8345812,190.75062,"20150712"
"852",9,"G12","SC10BasalMito",54,411.719278,154.7678122,250.5381344,"20150712"
"871",10,"A07","SC01BasalGlyco",60,60.29864461,44.29068169,71.69775552,"20150712"
"872",10,"A08","SC01BasalGlyco",60,67.90147909,53.42277328,86.48078538,"20150712"
"873",10,"A09","SC01BasalGlyco",60,52.08676512,38.05389963,61.60165272,"20150712"
"874",10,"A10","SC01BasalGlyco",60,51.38431172,47.26413535,76.5111823,"20150712"
"875",10,"A11","SC01BasalGlyco",60,57.07852424,40.795934,66.04045796,"20150712"
"883",10,"B07","SC07BasalGlyco",60,88.01737145,75.42337887,122.0953657,"20150712"
"884",10,"B08","SC07BasalGlyco",60,78.92809207,85.41933846,138.2768251,"20150712"
"885",10,"B09","SC07BasalGlyco",60,92.41986706,80.59424624,130.4659658,"20150712"
"886",10,"B10","SC07BasalGlyco",60,90.34892981,95.96068537,155.3411575,"20150712"
"887",10,"B11","SC07BasalGlyco",60,98.76368007,86.51128194,140.0444632,"20150712"
"888",10,"B12","SC07BasalGlyco",60,79.76297735,74.04862307,119.869911,"20150712"
"895",10,"C07","SC10BasalGlyco",60,83.37169496,78.53467972,127.1319395,"20150712"
"896",10,"C08","SC10BasalGlyco",60,98.46616891,102.9133712,166.5961653,"20150712"
"897",10,"C09","SC10BasalGlyco",60,81.96063744,97.82188817,158.3540726,"20150712"
"898",10,"C10","SC10BasalGlyco",60,89.74723769,77.87673448,126.0668578,"20150712"
"899",10,"C11","SC10BasalGlyco",60,93.41621328,86.09699545,139.3738162,"20150712"
"900",10,"C12","SC10BasalGlyco",60,66.55182129,54.11684887,87.60435496,"20150712"
"919",10,"E07","SC01BasalMito",60,25.91779249,30.53607176,49.43179296,"20150712"
"920",10,"E08","SC01BasalMito",60,16.16754612,35.5209431,57.50130269,"20150712"
"921",10,"E09","SC01BasalMito",60,22.80495091,38.36278118,62.10167017,"20150712"
"922",10,"E10","SC01BasalMito",60,25.12410138,40.52060789,65.59476005,"20150712"
"923",10,"E11","SC01BasalMito",60,17.16212346,37.48417535,60.67938305,"20150712"
"924",10,"E12","SC01BasalMito",60,22.91119717,23.28071987,37.68682932,"20150712"
"931",10,"F07","SC07BasalMito",60,50.49517765,184.0109667,297.8769529,"20150712"
"932",10,"F08","SC07BasalMito",60,48.69229999,167.7066133,271.4834655,"20150712"
"933",10,"F09","SC07BasalMito",60,50.83248124,169.7808052,274.8411674,"20150712"
"934",10,"F10","SC07BasalMito",60,30.1931901,155.578088,251.8498089,"20150712"
"935",10,"F11","SC07BasalMito",60,26.00136312,146.3969409,236.987368,"20150712"
"936",10,"F12","SC07BasalMito",60,33.33156525,144.9299175,234.6125504,"20150712"
"943",10,"G07","SC10BasalMito",60,31.57846182,98.6382209,159.675552,"20150712"
"944",10,"G08","SC10BasalMito",60,40.13007887,122.0982327,197.6526191,"20150712"
"945",10,"G09","SC10BasalMito",60,29.46021494,143.5007901,232.299079,"20150712"
"946",10,"G10","SC10BasalMito",60,33.84865943,133.8073412,216.607324,"20150712"
"947",10,"G11","SC10BasalMito",60,23.14783197,105.50875,170.7975645,"20150712"
"948",10,"G12","SC10BasalMito",60,36.34572341,148.1647783,239.849143,"20150712"
"967",11,"A07","SC01BasalGlyco",67,59.53377675,30.96622618,50.12812695,"20150712"
"968",11,"A08","SC01BasalGlyco",67,68.28493092,33.22971199,53.79225777,"20150712"
"969",11,"A09","SC01BasalGlyco",67,52.42784987,28.22737287,45.69447119,"20150712"
"970",11,"A10","SC01BasalGlyco",67,51.27394962,33.08041123,53.5505697,"20150712"
"971",11,"A11","SC01BasalGlyco",67,55.01175099,31.38685463,50.80904028,"20150712"
"979",11,"B07","SC07BasalGlyco",67,83.33328892,45.96162781,74.4026831,"20150712"
"980",11,"B08","SC07BasalGlyco",67,75.85274291,52.30787425,84.67598684,"20150712"
"981",11,"B09","SC07BasalGlyco",67,89.39096913,51.34070409,83.11033178,"20150712"
"982",11,"B10","SC07BasalGlyco",67,86.91529452,59.93071024,97.01583374,"20150712"
"983",11,"B11","SC07BasalGlyco",67,96.11991855,53.90116621,87.25520786,"20150712"
"984",11,"B12","SC07BasalGlyco",67,76.69617252,48.72654158,78.8785255,"20150712"
"991",11,"C07","SC10BasalGlyco",67,77.50925829,42.60188902,68.96393794,"20150712"
"992",11,"C08","SC10BasalGlyco",67,94.56677519,58.17491044,94.17354503,"20150712"
"993",11,"C09","SC10BasalGlyco",67,76.25757327,48.81289962,79.0183219,"20150712"
"994",11,"C10","SC10BasalGlyco",67,87.44228356,48.96197314,79.25964211,"20150712"
"995",11,"C11","SC10BasalGlyco",67,89.74058715,46.00005288,74.4648856,"20150712"
"996",11,"C12","SC10BasalGlyco",67,71.26802334,37.10610858,60.06736858,"20150712"
"1015",11,"E07","SC01BasalMito",67,24.75704267,36.18286519,58.57282218,"20150712"
"1016",11,"E08","SC01BasalMito",67,16.36578144,39.14366395,63.3657632,"20150712"
"1017",11,"E09","SC01BasalMito",67,22.8585001,41.35419819,66.94417602,"20150712"
"1018",11,"E10","SC01BasalMito",67,24.8437164,44.0886056,71.37063474,"20150712"
"1019",11,"E11","SC01BasalMito",67,18.66029037,40.91414988,66.23182582,"20150712"
"1020",11,"E12","SC01BasalMito",67,21.87415962,27.71674101,44.86786035,"20150712"
"1027",11,"F07","SC07BasalMito",67,56.11237515,173.1357742,280.2721912,"20150712"
"1028",11,"F08","SC07BasalMito",67,53.14882501,157.899589,255.6078546,"20150712"
"1029",11,"F09","SC07BasalMito",67,55.76230768,159.5236095,258.2368191,"20150712"
"1030",11,"F10","SC07BasalMito",67,36.66577561,147.9458637,239.4947642,"20150712"
"1031",11,"F11","SC07BasalMito",67,33.16626299,141.5196662,229.0920356,"20150712"
"1032",11,"F12","SC07BasalMito",67,38.1048915,142.1898746,230.176969,"20150712"
"1039",11,"G07","SC10BasalMito",67,33.78851131,95.84372765,155.1518263,"20150712"
"1040",11,"G08","SC10BasalMito",67,42.31686706,120.5080111,195.0783683,"20150712"
"1041",11,"G09","SC10BasalMito",67,34.83389874,143.0858983,231.6274521,"20150712"
"1042",11,"G10","SC10BasalMito",67,37.97553711,130.4906707,211.2382977,"20150712"
"1043",11,"G11","SC10BasalMito",67,27.70361994,103.4727129,167.5016276,"20150712"
"1044",11,"G12","SC10BasalMito",67,41.78348349,144.3573538,233.6856843,"20150712"
"1063",12,"A07","SC01BasalGlyco",72,59.77057515,27.53050924,44.56638835,"20150712"
"1064",12,"A08","SC01BasalGlyco",72,68.08278676,28.19032959,45.63450554,"20150712"
"1065",12,"A09","SC01BasalGlyco",72,53.53259217,26.68451164,43.19688745,"20150712"
"1066",12,"A10","SC01BasalGlyco",72,51.15632458,28.52390955,46.17450477,"20150712"
"1067",12,"A11","SC01BasalGlyco",72,53.10469993,30.13949304,48.78981133,"20150712"
"1075",12,"B07","SC07BasalGlyco",72,79.16542107,37.07327691,60.01422067,"20150712"
"1076",12,"B08","SC07BasalGlyco",72,71.62211292,41.32860681,66.9027487,"20150712"
"1077",12,"B09","SC07BasalGlyco",72,85.07542455,42.32130582,68.50972986,"20150712"
"1078",12,"B10","SC07BasalGlyco",72,83.66615697,45.33054292,73.38108287,"20150712"
"1079",12,"B11","SC07BasalGlyco",72,92.45233947,43.3710052,70.20898323,"20150712"
"1080",12,"B12","SC07BasalGlyco",72,73.66673596,40.84178002,66.1146735,"20150712"
"1087",12,"C07","SC10BasalGlyco",72,73.81332443,32.20975399,52.14114975,"20150712"
"1088",12,"C08","SC10BasalGlyco",72,90.24647512,42.12226497,68.18752253,"20150712"
"1089",12,"C09","SC10BasalGlyco",72,71.91207206,35.35949956,57.23995789,"20150712"
"1090",12,"C10","SC10BasalGlyco",72,85.76761183,40.35714322,65.33014345,"20150712"
"1091",12,"C11","SC10BasalGlyco",72,86.84360515,37.85991648,61.2876328,"20150712"
"1092",12,"C12","SC10BasalGlyco",72,74.19409122,34.59318543,55.99944857,"20150712"
"1111",12,"E07","SC01BasalMito",72,23.97645079,36.1660552,58.54561015,"20150712"
"1112",12,"E08","SC01BasalMito",72,14.84592148,39.77409065,64.38629794,"20150712"
"1113",12,"E09","SC01BasalMito",72,21.60739679,41.29539699,66.84898865,"20150712"
"1114",12,"E10","SC01BasalMito",72,23.63314176,44.01019224,71.24369919,"20150712"
"1115",12,"E11","SC01BasalMito",72,16.06292031,40.45540169,65.48920425,"20150712"
"1116",12,"E12","SC01BasalMito",72,20.3096125,26.27409568,42.53250609,"20150712"
"1123",12,"F07","SC07BasalMito",72,54.12784673,164.502266,266.2962682,"20150712"
"1124",12,"F08","SC07BasalMito",72,51.74682237,150.3547867,243.3943288,"20150712"
"1125",12,"F09","SC07BasalMito",72,55.34364903,152.9434065,247.5847864,"20150712"
"1126",12,"F10","SC07BasalMito",72,37.03405922,138.5579624,224.2976296,"20150712"
"1127",12,"F11","SC07BasalMito",72,32.99264254,135.4365777,219.244732,"20150712"
"1128",12,"F12","SC07BasalMito",72,38.15463856,135.5812339,219.4789015,"20150712"
"1135",12,"G07","SC10BasalMito",72,33.46341536,89.54957087,144.9628453,"20150712"
"1136",12,"G08","SC10BasalMito",72,41.13341,111.303599,180.1782661,"20150712"
"1137",12,"G09","SC10BasalMito",72,35.61285321,135.6975193,219.6671443,"20150712"
"1138",12,"G10","SC10BasalMito",72,38.50359567,124.030022,200.7797996,"20150712"
"1139",12,"G11","SC10BasalMito",72,27.91802866,97.42109631,157.7052707,"20150712"
"1140",12,"G12","SC10BasalMito",72,42.08775847,132.4169061,214.3564876,"20150712"
"28",1,"C04","SC01BasalMito",1,131.5199784,65.26020809,105.6432249,"20150905"
"29",1,"C05","SC01BasalMito",1,125.3203949,54.02414872,87.45429194,"20150905"
"30",1,"C06","SC01BasalMito",1,121.4206574,66.61892404,107.8427142,"20150905"
"40",1,"D04","SC01BasalMito",1,123.0397924,54.96190871,88.97233783,"20150905"
"41",1,"D05","SC01BasalMito",1,127.8760225,62.0535589,100.4523011,"20150905"
"42",1,"D06","SC01BasalMito",1,122.8959314,65.0531811,105.3080896,"20150905"
"49",1,"E01","SC07BasalMito",1,158.9850181,77.3466726,125.2087936,"20150905"
"50",1,"E02","SC07BasalMito",1,150.1593308,70.8366742,114.6704082,"20150905"
"51",1,"E03","SC07BasalMito",1,160.0130457,68.28703408,110.5430508,"20150905"
"52",1,"E04","SC10BasalMito",1,228.1359956,86.23878452,139.6033444,"20150905"
"53",1,"E05","SC10BasalMito",1,266.1265723,90.75397275,146.9125311,"20150905"
"54",1,"E06","SC10BasalMito",1,227.6169015,94.38518401,152.7907359,"20150905"
"61",1,"F01","SC07BasalMito",1,162.9959158,90.62489974,146.7035877,"20150905"
"62",1,"F02","SC07BasalMito",1,152.3269858,87.62036875,141.8398529,"20150905"
"63",1,"F03","SC07BasalMito",1,153.3422379,68.50735132,110.8997003,"20150905"
"64",1,"F04","SC10BasalMito",1,227.2668609,74.62831345,120.8083138,"20150905"
"65",1,"F05","SC10BasalMito",1,239.958457,72.59574407,117.5179905,"20150905"
"66",1,"F06","SC10BasalMito",1,250.9923988,92.93003704,150.435144,"20150905"
"124",2,"C04","SC01BasalMito",7,122.3827878,61.85421534,100.1296038,"20150905"
"125",2,"C05","SC01BasalMito",7,119.9767759,47.59958892,77.05421455,"20150905"
"126",2,"C06","SC01BasalMito",7,115.5746858,49.16227107,79.5838844,"20150905"
"136",2,"D04","SC01BasalMito",7,117.7767511,42.92785725,69.49161532,"20150905"
"137",2,"D05","SC01BasalMito",7,121.028413,61.73291729,99.93324651,"20150905"
"138",2,"D06","SC01BasalMito",7,115.4118136,51.62163433,83.56510165,"20150905"
"145",2,"E01","SC07BasalMito",7,150.8952515,75.66209239,122.4817952,"20150905"
"146",2,"E02","SC07BasalMito",7,147.609478,58.81895796,95.21612915,"20150905"
"147",2,"E03","SC07BasalMito",7,152.7679711,66.61274208,107.8327069,"20150905"
"148",2,"E04","SC10BasalMito",7,218.9152031,78.91995952,127.7556305,"20150905"
"149",2,"E05","SC10BasalMito",7,251.1455834,75.37413188,122.0156447,"20150905"
"150",2,"E06","SC10BasalMito",7,213.6243546,82.6980242,133.8715616,"20150905"
"157",2,"F01","SC07BasalMito",7,156.3913068,89.99290886,145.6805209,"20150905"
"158",2,"F02","SC07BasalMito",7,148.4078959,85.5166623,138.4343729,"20150905"
"159",2,"F03","SC07BasalMito",7,142.1029713,63.06493524,102.0895172,"20150905"
"160",2,"F04","SC10BasalMito",7,221.1561248,67.52518012,109.3097616,"20150905"
"161",2,"F05","SC10BasalMito",7,233.4195559,72.59322081,117.5139058,"20150905"
"162",2,"F06","SC10BasalMito",7,241.8865402,103.7345091,167.9254233,"20150905"
"220",3,"C04","SC01BasalMito",14,121.2046318,63.72452547,103.1572618,"20150905"
"221",3,"C05","SC01BasalMito",14,120.1830861,50.55803306,81.84334391,"20150905"
"222",3,"C06","SC01BasalMito",14,115.1462418,52.62502985,85.18939832,"20150905"
"232",3,"D04","SC01BasalMito",14,116.929651,45.85463031,74.22947555,"20150905"
"233",3,"D05","SC01BasalMito",14,120.2805303,64.18531198,103.903183,"20150905"
"234",3,"D06","SC01BasalMito",14,114.8020117,55.71612861,90.193269,"20150905"
"241",3,"E01","SC07BasalMito",14,150.3264156,76.61493286,124.0242533,"20150905"
"242",3,"E02","SC07BasalMito",14,147.8194665,61.43398694,99.44933805,"20150905"
"243",3,"E03","SC07BasalMito",14,152.1789031,66.69030894,107.9582721,"20150905"
"244",3,"E04","SC10BasalMito",14,218.3404346,80.4375583,130.2123194,"20150905"
"245",3,"E05","SC10BasalMito",14,250.6044609,77.62878929,125.6654841,"20150905"
"246",3,"E06","SC10BasalMito",14,213.7942906,84.67796482,137.0766895,"20150905"
"253",3,"F01","SC07BasalMito",14,156.1904089,90.81541732,147.0119976,"20150905"
"254",3,"F02","SC07BasalMito",14,149.5036132,86.76284416,140.4516921,"20150905"
"255",3,"F03","SC07BasalMito",14,141.7467935,68.85464481,111.461899,"20150905"
"256",3,"F04","SC10BasalMito",14,222.654945,67.68504599,109.5685525,"20150905"
"257",3,"F05","SC10BasalMito",14,234.9168948,76.67518041,124.121782,"20150905"
"258",3,"F06","SC10BasalMito",14,242.8054878,104.9993416,169.9729342,"20150905"
"316",4,"C04","SC01BasalMito",21,53.01335088,104.5597102,169.2612589,"20150905"
"317",4,"C05","SC01BasalMito",21,48.49202629,90.40578348,146.3488823,"20150905"
"318",4,"C06","SC01BasalMito",21,50.4943088,93.47879297,151.3234701,"20150905"
"328",4,"D04","SC01BasalMito",21,49.42423752,81.35261177,131.6936079,"20150905"
"329",4,"D05","SC01BasalMito",21,49.83226651,105.5776784,170.9091457,"20150905"
"330",4,"D06","SC01BasalMito",21,47.44129327,96.7027625,156.5424319,"20150905"
"337",4,"E01","SC07BasalMito",21,63.0826975,129.9838516,210.4178589,"20150905"
"338",4,"E02","SC07BasalMito",21,62.44526032,120.2910116,194.7270897,"20150905"
"339",4,"E03","SC07BasalMito",21,56.2022517,123.8327051,200.460383,"20150905"
"340",4,"E04","SC10BasalMito",21,91.50725715,129.0051563,208.8335471,"20150905"
"341",4,"E05","SC10BasalMito",21,96.90422186,132.1144952,213.8669448,"20150905"
"342",4,"E06","SC10BasalMito",21,90.13256022,137.4648745,222.5281389,"20150905"
"349",4,"F01","SC07BasalMito",21,61.91293645,146.4583731,237.0868144,"20150905"
"350",4,"F02","SC07BasalMito",21,60.57542462,146.4975175,237.1501813,"20150905"
"351",4,"F03","SC07BasalMito",21,54.53961057,125.4029927,203.0023646,"20150905"
"352",4,"F04","SC10BasalMito",21,86.26777323,117.8791257,190.8227287,"20150905"
"353",4,"F05","SC10BasalMito",21,102.950209,125.6085119,203.3350591,"20150905"
"354",4,"F06","SC10BasalMito",21,101.0899919,157.0777756,254.2775031,"20150905"
"412",5,"C04","SC01BasalMito",27,50.73435716,101.1864297,163.8005924,"20150905"
"413",5,"C05","SC01BasalMito",27,47.21779769,93.95451731,152.0935726,"20150905"
"414",5,"C06","SC01BasalMito",27,50.42942248,94.51677321,153.0037525,"20150905"
"424",5,"D04","SC01BasalMito",27,45.98602854,88.66650162,143.5333328,"20150905"
"425",5,"D05","SC01BasalMito",27,49.58742199,97.755883,158.2472234,"20150905"
"426",5,"D06","SC01BasalMito",27,47.0398958,97.68538597,158.1331028,"20150905"
"433",5,"E01","SC07BasalMito",27,61.68724349,130.9502124,211.9822038,"20150905"
"434",5,"E02","SC07BasalMito",27,61.8411792,121.0166328,195.9017252,"20150905"
"435",5,"E03","SC07BasalMito",27,56.73306235,125.4554387,203.0872641,"20150905"
"436",5,"E04","SC10BasalMito",27,84.51354171,132.0948985,213.8352217,"20150905"
"437",5,"E05","SC10BasalMito",27,93.98041394,134.4840068,217.7027102,"20150905"
"438",5,"E06","SC10BasalMito",27,85.72322088,139.1242377,225.214316,"20150905"
"445",5,"F01","SC07BasalMito",27,62.50247581,142.1179902,230.0606026,"20150905"
"446",5,"F02","SC07BasalMito",27,62.48432396,137.6983323,222.9060604,"20150905"
"447",5,"F03","SC07BasalMito",27,53.20746461,123.175816,199.3970109,"20150905"
"448",5,"F04","SC10BasalMito",27,79.3497238,121.1870482,196.1775937,"20150905"
"449",5,"F05","SC10BasalMito",27,90.21582319,129.6959284,209.951769,"20150905"
"450",5,"F06","SC10BasalMito",27,96.8080588,148.3008614,240.0694344,"20150905"
"508",6,"C04","SC01BasalMito",34,51.8164597,93.17882439,150.8378809,"20150905"
"509",6,"C05","SC01BasalMito",34,49.90474117,81.32625897,131.650948,"20150905"
"510",6,"C06","SC01BasalMito",34,53.36769635,85.34651457,138.1589378,"20150905"
"520",6,"D04","SC01BasalMito",34,46.19955456,83.24307724,134.7538934,"20150905"
"521",6,"D05","SC01BasalMito",34,51.33868132,89.97384925,145.6496672,"20150905"
"522",6,"D06","SC01BasalMito",34,48.07951712,90.07719864,145.8169692,"20150905"
"529",6,"E01","SC07BasalMito",34,66.08582376,127.8213234,206.9171584,"20150905"
"530",6,"E02","SC07BasalMito",34,68.59370221,116.9613571,189.3370449,"20150905"
"531",6,"E03","SC07BasalMito",34,61.76796702,123.105301,199.2828613,"20150905"
"532",6,"E04","SC10BasalMito",34,87.636305,128.74424,208.4111756,"20150905"
"533",6,"E05","SC10BasalMito",34,97.00429677,130.6676927,211.524861,"20150905"
"534",6,"E06","SC10BasalMito",34,90.27381406,135.6408597,219.5754236,"20150905"
"541",6,"F01","SC07BasalMito",34,71.03517654,140.0730432,226.7502423,"20150905"
"542",6,"F02","SC07BasalMito",34,71.5644193,133.4628683,216.0496911,"20150905"
"543",6,"F03","SC07BasalMito",34,59.84477838,120.0011562,194.2578717,"20150905"
"544",6,"F04","SC10BasalMito",34,80.93241356,119.0510392,192.7198222,"20150905"
"545",6,"F05","SC10BasalMito",34,92.91621389,129.7187419,209.9886993,"20150905"
"546",6,"F06","SC10BasalMito",34,103.4443264,143.5803045,232.4277968,"20150905"
"604",7,"C04","SC01BasalMito",40,178.5140012,81.83669807,132.4772468,"20150905"
"605",7,"C05","SC01BasalMito",40,203.1814448,69.43576307,112.4026133,"20150905"
"606",7,"C06","SC01BasalMito",40,196.2859536,71.47977532,115.7114603,"20150905"
"616",7,"D04","SC01BasalMito",40,181.9949187,61.41131153,99.4126311,"20150905"
"617",7,"D05","SC01BasalMito",40,192.5056889,85.6808456,138.7001529,"20150905"
"618",7,"D06","SC01BasalMito",40,194.8673007,75.21248166,121.7539653,"20150905"
"625",7,"E01","SC07BasalMito",40,266.7084394,110.0643054,178.1720976,"20150905"
"626",7,"E02","SC07BasalMito",40,262.5402067,95.94477203,155.315397,"20150905"
"627",7,"E03","SC07BasalMito",40,279.6805437,100.7717882,163.1293707,"20150905"
"628",7,"E04","SC10BasalMito",40,419.0089043,109.9992386,178.0667674,"20150905"
"629",7,"E05","SC10BasalMito",40,455.6749022,112.5386878,182.1776277,"20150905"
"630",7,"E06","SC10BasalMito",40,438.6955642,122.550423,198.3846247,"20150905"
"637",7,"F01","SC07BasalMito",40,287.5735307,126.3216092,204.4894209,"20150905"
"638",7,"F02","SC07BasalMito",40,281.6262105,121.2951328,196.352561,"20150905"
"639",7,"F03","SC07BasalMito",40,247.9081281,105.9265908,171.4739652,"20150905"
"640",7,"F04","SC10BasalMito",40,365.9066806,98.44244781,159.3586345,"20150905"
"641",7,"F05","SC10BasalMito",40,396.7967733,123.3360158,199.6563424,"20150905"
"642",7,"F06","SC10BasalMito",40,446.2541776,139.5622143,225.9233125,"20150905"
"700",8,"C04","SC01BasalMito",47,149.1062058,78.196144,126.5839179,"20150905"
"701",8,"C05","SC01BasalMito",47,170.6633508,73.87239952,119.5846403,"20150905"
"702",8,"C06","SC01BasalMito",47,167.0315694,74.90744324,121.2601691,"20150905"
"712",8,"D04","SC01BasalMito",47,149.2924163,64.64745561,104.6513011,"20150905"
"713",8,"D05","SC01BasalMito",47,158.0458263,79.62660072,128.8995412,"20150905"
"714",8,"D06","SC01BasalMito",47,157.8910767,76.08110636,123.160095,"20150905"
"721",8,"E01","SC07BasalMito",47,256.0583763,112.9170929,182.79019,"20150905"
"722",8,"E02","SC07BasalMito",47,248.7008842,103.4633153,167.4864148,"20150905"
"723",8,"E03","SC07BasalMito",47,259.3783142,107.4905724,174.0057386,"20150905"
"724",8,"E04","SC10BasalMito",47,367.9557759,110.4380545,178.7771226,"20150905"
"725",8,"E05","SC10BasalMito",47,412.0724387,117.6069771,190.3821745,"20150905"
"726",8,"E06","SC10BasalMito",47,414.7848669,121.2785777,196.3257616,"20150905"
"733",8,"F01","SC07BasalMito",47,274.5231858,123.6370476,200.1436527,"20150905"
"734",8,"F02","SC07BasalMito",47,271.9291567,119.9119542,194.1134715,"20150905"
"735",8,"F03","SC07BasalMito",47,236.678661,108.3661056,175.4230517,"20150905"
"736",8,"F04","SC10BasalMito",47,318.7536932,101.291616,163.9708679,"20150905"
"737",8,"F05","SC10BasalMito",47,366.937439,121.3825038,196.4939972,"20150905"
"738",8,"F06","SC10BasalMito",47,428.0171795,129.885709,210.2589857,"20150905"
"796",9,"C04","SC01BasalMito",54,133.7751162,75.61944708,122.4127609,"20150905"
"797",9,"C05","SC01BasalMito",54,154.3332828,73.73279562,119.3586496,"20150905"
"798",9,"C06","SC01BasalMito",54,151.7966911,75.10013143,121.5720928,"20150905"
"808",9,"D04","SC01BasalMito",54,132.439258,64.37310756,104.2071865,"20150905"
"809",9,"D05","SC01BasalMito",54,140.7749507,75.78460866,122.6801245,"20150905"
"810",9,"D06","SC01BasalMito",54,138.5057958,75.39101541,122.0429757,"20150905"
"817",9,"E01","SC07BasalMito",54,245.7949791,111.3573106,180.2652144,"20150905"
"818",9,"E02","SC07BasalMito",54,238.3681303,103.074954,166.8577355,"20150905"
"819",9,"E03","SC07BasalMito",54,245.1343901,107.8543987,174.5947007,"20150905"
"820",9,"E04","SC10BasalMito",54,347.3966773,109.576977,177.3832104,"20150905"
"821",9,"E05","SC10BasalMito",54,537.7256692,124.3574537,201.3098461,"20150905"
"822",9,"E06","SC10BasalMito",54,403.8044903,119.8293107,193.9796881,"20150905"
"829",9,"F01","SC07BasalMito",54,261.9774792,121.8947824,197.3232737,"20150905"
"830",9,"F02","SC07BasalMito",54,262.1266961,117.0778334,189.5255967,"20150905"
"831",9,"F03","SC07BasalMito",54,226.4130182,107.4612609,173.9582892,"20150905"
"832",9,"F04","SC10BasalMito",54,298.402763,100.7860039,163.1523831,"20150905"
"833",9,"F05","SC10BasalMito",54,354.7132768,118.7743741,192.2719568,"20150905"
"834",9,"F06","SC10BasalMito",54,420.9767056,124.6557247,201.7926872,"20150905"
"892",10,"C04","SC01BasalMito",60,25.96325425,74.09210526,119.9403,"20150905"
"893",10,"C05","SC01BasalMito",60,21.80419022,56.08887705,90.79667417,"20150905"
"894",10,"C06","SC01BasalMito",60,25.76612472,56.16852979,90.92561602,"20150905"
"904",10,"D04","SC01BasalMito",60,22.34661877,53.94663792,87.32881747,"20150905"
"905",10,"D05","SC01BasalMito",60,24.8713919,71.36041215,115.5182352,"20150905"
"906",10,"D06","SC01BasalMito",60,17.01217081,59.36569924,96.10119393,"20150905"
"913",10,"E01","SC07BasalMito",60,27.04593976,127.3781751,206.1997898,"20150905"
"914",10,"E02","SC07BasalMito",60,24.2703931,108.3898926,175.4615582,"20150905"
"915",10,"E03","SC07BasalMito",60,25.23376884,114.6561397,185.605359,"20150905"
"916",10,"E04","SC10BasalMito",60,35.91020927,120.0158545,194.2816653,"20150905"
"917",10,"E05","SC10BasalMito",60,42.13633941,125.9895092,203.9518175,"20150905"
"918",10,"E06","SC10BasalMito",60,39.35852627,123.5417631,199.9894062,"20150905"
"925",10,"F01","SC07BasalMito",60,27.52826035,139.107866,225.1878135,"20150905"
"926",10,"F02","SC07BasalMito",60,19.99304582,132.8715408,215.0924502,"20150905"
"927",10,"F03","SC07BasalMito",60,23.21409355,120.2518246,194.6636537,"20150905"
"928",10,"F04","SC10BasalMito",60,35.53442013,107.7580787,174.4387778,"20150905"
"929",10,"F05","SC10BasalMito",60,40.33320936,135.9961956,220.1506415,"20150905"
"930",10,"F06","SC10BasalMito",60,39.66269213,142.2413625,230.2603177,"20150905"
"988",11,"C04","SC01BasalMito",67,26.12104324,66.35903999,107.4220139,"20150905"
"989",11,"C05","SC01BasalMito",67,22.41197465,54.31384125,87.92324621,"20150905"
"990",11,"C06","SC01BasalMito",67,25.66462229,54.47810007,88.18914839,"20150905"
"1000",11,"D04","SC01BasalMito",67,22.78163849,54.66203565,88.48690331,"20150905"
"1001",11,"D05","SC01BasalMito",67,25.55405425,63.32736173,102.5143332,"20150905"
"1002",11,"D06","SC01BasalMito",67,17.64049587,58.24155567,94.28143031,"20150905"
"1009",11,"E01","SC07BasalMito",67,29.86555131,120.232763,194.6327967,"20150905"
"1010",11,"E02","SC07BasalMito",67,28.48886423,105.9446099,171.5031346,"20150905"
"1011",11,"E03","SC07BasalMito",67,27.34388333,111.0814517,179.8186539,"20150905"
"1012",11,"E04","SC10BasalMito",67,40.91280846,121.8191174,197.2007873,"20150905"
"1013",11,"E05","SC10BasalMito",67,48.02362633,126.7443507,205.173755,"20150905"
"1014",11,"E06","SC10BasalMito",67,42.13136101,120.2470117,194.6558625,"20150905"
"1021",11,"F01","SC07BasalMito",67,32.52696602,127.5831789,206.5316499,"20150905"
"1022",11,"F02","SC07BasalMito",67,23.92848962,122.0219043,197.5290587,"20150905"
"1023",11,"F03","SC07BasalMito",67,22.88870891,112.0894311,181.4503711,"20150905"
"1024",11,"F04","SC10BasalMito",67,39.15069257,109.5895071,177.4034942,"20150905"
"1025",11,"F05","SC10BasalMito",67,45.33747758,123.1793871,199.4027919,"20150905"
"1026",11,"F06","SC10BasalMito",67,43.82958001,127.0560796,205.6783816,"20150905"
"1084",12,"C04","SC01BasalMito",72,26.12371747,60.27439646,97.57219299,"20150905"
"1085",12,"C05","SC01BasalMito",72,23.45709553,49.1842386,79.61944545,"20150905"
"1086",12,"C06","SC01BasalMito",72,25.67786744,52.28240684,84.63476019,"20150905"
"1096",12,"D04","SC01BasalMito",72,22.86233354,51.79577278,83.84699698,"20150905"
"1097",12,"D05","SC01BasalMito",72,26.2459582,58.16212413,94.15284654,"20150905"
"1098",12,"D06","SC01BasalMito",72,17.23908968,54.619572,88.41816315,"20150905"
